Númer;Heiti;Einingar;Kennslumisseri;Námstig;
VIÐ265L;BS ritgerð;12;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91066920226&kennsluar=2022
VIÐ286F;Samskipti á vinnumarkaði;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70943220230&kennsluar=2022
MBA231F;Rekstrarumhverfið;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71163820230&kennsluar=2022
ÞST401L;MS ritgerð;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91067020226&kennsluar=2022
VIÐ509G;Inngangur að mannauðsstjórnun;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04440920226&kennsluar=2022
FMF431L;MS ritgerð;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91017720226&kennsluar=2022
VIÐ264L;BS ritgerð;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004920230&kennsluar=2022
VIÐ297F;Þættir í tölfræði;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71166420230&kennsluar=2022
VIÐ174F;Þjónustukenningar og þjónustuhagkerfið;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70927520226&kennsluar=2022
MBA115F;Nýsköpun;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450920226&kennsluar=2022
MBA227F;Stjórnun-IESE;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71025320230&kennsluar=2022
VIÐ197F;Viðskiptasiðfræði;1,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70963920226&kennsluar=2022
VIÐ165F;Fjármögnun og fjárhagsstaða fyrirtækja;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70832720226&kennsluar=2022
VIÐ101G;Inngangur að markaðsfræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420620226&kennsluar=2022
VIÐ223F;Endurskoðunarferli I;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446520230&kennsluar=2022
VIÐ128F;Fjárhagsupplýsingakerfi;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04443220226&kennsluar=2022
VIÐ418G;Neytendahegðun og markaðsstarf;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70996920230&kennsluar=2022
MBA226F;Alþjóðastjórnun;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04451120230&kennsluar=2022
VIÐ198F;Stjórnarhættir;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70996120226&kennsluar=2022
VIÐ301G;Fjármál I;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420920226&kennsluar=2022
VIÐ523G;Lestur og greining ársreikninga;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70976720226&kennsluar=2022
VIÐ510G;Vinnumarkaðurinn og þróun hans;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04444520226&kennsluar=2022
VIÐ561L;Doktorsritgerð;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91017820230&kennsluar=2022
VIÐ195F;Stafræn viðskipti og markaðssetning;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70936420226&kennsluar=2022
VIÐ406G;Tjáning og samskipti;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420420230&kennsluar=2022
VIÐ126F;Endurskoðunarferli II;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446320226&kennsluar=2022
VIÐ270F;Samhæfð markaðssamskipti;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70931820230&kennsluar=2022
