Númer;Heiti;Einingar;Kennslumisseri;Námstig;
RÚT704F;Grundvallaratriði vefmiðlunar ? Starf vefstjórans og vefritstjórn;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70299720226&kennsluar=2022
ABF434G;Vefskrif II;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71081320230&kennsluar=2022
MIS704F;Íslendingasögur;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70832920226&kennsluar=2022
ÞÝÐ030F;Þýðingasaga;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05020220230&kennsluar=2022
ÍSM441L;Meistararitgerð í íslenskri málfræði;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012020230&kennsluar=2022
TÁK241L;Lokaverkefni;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91031320226&kennsluar=2022
LIS248G;Alþjóðleg myndlist frá 1960 til samtíma;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70750620226&kennsluar=2022
LIS606M;Plöntur, landslag, pólitík;5;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71078420226&kennsluar=2022
ÍSE241L;BA-ritgerð í íslensku sem öðru máli;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009720233&kennsluar=2022
TÁK408G;Þýðingar II;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70386420230&kennsluar=2022
MIS441L;Meistararitgerð í víkinga- og miðaldafræðum;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91050320226&kennsluar=2022
ABF308G;Þýskar bókmenntir;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70419820230&kennsluar=2022
KVI001F;Rannsóknarverkefni A;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71100520226&kennsluar=2022
ÍSL333G;Forritun fyrir hugvísindafólk;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70997120226&kennsluar=2022
ABF103G;Bókmenntaritgerðir;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05000420226&kennsluar=2022
ÍSL440G;Setningafræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05050420230&kennsluar=2022
ÍSL613M;Umhverfishugvísindi;10;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71124820230&kennsluar=2022
ÍSE031G;Tal og tjáning II;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70956020230&kennsluar=2022
ABF020F;Rannsóknarverkefni A;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05012120230&kennsluar=2022
ÍSE007G;Orðaforði og málfræði II;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506320230&kennsluar=2022
TÁK108G;Inngangur að táknmálsfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70976820226&kennsluar=2022
LIS429M;Kynusli í myndlist;5;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70882620230&kennsluar=2022
RÚT431L;Meistararitgerð í hagnýtri ritstjórn og útgáfu;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91014720233&kennsluar=2022
RIT804F;Smiðja: MyndMál;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70528520230&kennsluar=2022
ÍSE311G;Mál og máltileinkun;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71141620226&kennsluar=2022
ÞÝÐ602F;Einstaklingsverkefni í þýðingafræði;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05020620230&kennsluar=2022
ÍSB007F;Rannsóknarverkefni;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05422820230&kennsluar=2022
MFR006F;Rannsóknarverkefni B;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70636520226&kennsluar=2022
ÍSE305G;Hljóð- og hljóðkerfisfræði;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501520226&kennsluar=2022
ABF603G;Menningarsaga eldgosa;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71141320230&kennsluar=2022
ÍSE033G;Hljóð og hlustun II;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70956220230&kennsluar=2022
MFR601F;Rannsóknasemínar C: Bóksaga;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71130420230&kennsluar=2022
ÍSE503G;Setningafræði I;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502020226&kennsluar=2022
LIS202G;Sýningagerð og sýningastjórn;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05076320230&kennsluar=2022
ÍSL261L;BA-ritgerð í íslensku;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91015920230&kennsluar=2022
RIT718F;Smiðja: Lengri sögur;15;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71128520226&kennsluar=2022
MFR502L;Doktorsritgerð í menningarfræði;0;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91066820230&kennsluar=2022
LIS101G;Aðferðafræði og hugtök listfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05070120226&kennsluar=2022
MFR006F;Rannsóknarverkefni B;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70636520230&kennsluar=2022
ABF261L;BA-ritgerð í almennri bókmenntafræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91001920230&kennsluar=2022
ABF902F;Fræðaiðja og rannsóknir;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70685020226&kennsluar=2022
TÁK261L;Lokaverkefni;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91018820230&kennsluar=2022
TÁK261L;Lokaverkefni;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91018820233&kennsluar=2022
LIS441L;Lokaverkefni;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91050620230&kennsluar=2022
MIS201F;New Critical Approaches;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05980420230&kennsluar=2022
ÍSE025G;Íslenskugrunnur I;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70769020230&kennsluar=2022
ÍSL518M;Furða í frásögninni;10;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71126720226&kennsluar=2022
KVI422G;Myndbandsmiðlaðar ritgerðir í kvikmyndafræði og hugvísindum;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71165220230&kennsluar=2022
RÚT803F;Ritstjórn og hönnun prentgripa;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70427120230&kennsluar=2022
TÁK261L;Lokaverkefni;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91018820226&kennsluar=2022
ÍSE205G;Talþjálfun II;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70425320230&kennsluar=2022
KVI241L;BA-ritgerð í kvikmyndafræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91023720226&kennsluar=2022
ÍSL241L;BA-ritgerð í íslensku;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91002920226&kennsluar=2022
AMV601G;Einstaklingsverkefni;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05053120230&kennsluar=2022
LIS428M;Post-digital fagurfræði;5;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71002320230&kennsluar=2022
ÍSE261L;BA-ritgerð í íslensku sem öðru máli;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91003720233&kennsluar=2022
ÍSE504G;Málnotkun III;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502120226&kennsluar=2022
AMV441L;Meistararitgerð í almennum málvísindum;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91018620226&kennsluar=2022
ÍSB443L;Meistararitgerð í íslenskum bókmenntum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004720230&kennsluar=2022
LIS441L;Lokaverkefni;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91050620226&kennsluar=2022
ABF714F;Endurritun og umritun bókmenntaarfsins;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70763220226&kennsluar=2022
LIS708F;Einstaklingsverkefni II;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71093520230&kennsluar=2022
MIS105F;Forníslenska 1;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70055120226&kennsluar=2022
MLT401L;Lokaverkefni;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91024620230&kennsluar=2022
ÍSE102G;Málfræði I;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500420226&kennsluar=2022
ÍSL211G;Fornmálið;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70618920230&kennsluar=2022
ABF441L;Meistararitgerð í almennri bókmenntafræði;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011320230&kennsluar=2022
ÍSE014G;Íslensk menning;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500520226&kennsluar=2022
ÍSL261L;BA-ritgerð í íslensku;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91015920226&kennsluar=2022
TÁK007G;Inngangur að snartúlkun;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70815520230&kennsluar=2022
AMV106G;Tungumálið í notkun: Samtöl og samhengi;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70979320226&kennsluar=2022
TÁK302G;Færninámskeið III;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05100720226&kennsluar=2022
LIS031G;Umbrot á tvívíðum fleti;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70702320230&kennsluar=2022
ABF050L;Almennur hluti doktorsnáms;60;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91060820226&kennsluar=2022
ÞÝÐ442L;Lokaverkefni til meistaraprófs í nytjaþýðingum;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91046020233&kennsluar=2022
ÞÝÐ201G;Þýðingatækni og textagreining;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70573620230&kennsluar=2022
ÍSL447G;Beygingar- og orðmyndunarfræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70175820230&kennsluar=2022
LIS604M;Netverk bókverka;5;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70989120230&kennsluar=2022
ABF020F;Rannsóknarverkefni A;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05012120226&kennsluar=2022
KVI401G;Kvikmyndakenningar;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70517320230&kennsluar=2022
ÍSE261L;BA-ritgerð í íslensku sem öðru máli;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91003720226&kennsluar=2022
TÁK303G;Málfræði táknmáls II;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05100820226&kennsluar=2022
LIS441L;Lokaverkefni;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91050620233&kennsluar=2022
ÍSB816F;Konungasögur;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70922120226&kennsluar=2022
ÍSE014G;Íslensk menning;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500520230&kennsluar=2022
ÍSF101F;Handritafræði;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70033020230&kennsluar=2022
AMV002F;Einstaklingsverkefni A;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05082520230&kennsluar=2022
ÍSE052G;Íslenska fyrir háskólanám (B2);10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71148820226&kennsluar=2022
ABF441L;Meistararitgerð í almennri bókmenntafræði;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011320226&kennsluar=2022
ÍSE403G;Beygingarfræði II;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501620230&kennsluar=2022
ÍSB443L;Meistararitgerð í íslenskum bókmenntum;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004720233&kennsluar=2022
ÍSL571L;Doktorsritgerð í íslenskri málfræði;0;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91044520226&kennsluar=2022
ÍSK441L;Meistararitgerð í íslenskukennslu;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91038620230&kennsluar=2022
MFR703M;Menning og andóf;10;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70261220230&kennsluar=2022
AMF007F;Rannsóknarverkefni B;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70842320226&kennsluar=2022
ÍSE204G;Íslenskt mál II;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500620230&kennsluar=2022
ÍSM015F;Mál og samfélag;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05412920230&kennsluar=2022
RIT828F;Smiðja: Staðir og ljóð;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71169720230&kennsluar=2022
ÞÝÐ002G;Einstaklingsverkefni;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70400720226&kennsluar=2022
KVI001F;Rannsóknarverkefni A;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71100520230&kennsluar=2022
ÍSE601G;Fjölmiðlamál;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502720230&kennsluar=2022
RÚT431L;Meistararitgerð í hagnýtri ritstjórn og útgáfu;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91014720230&kennsluar=2022
KVI316G;Lesbískar blóðsugur: Evrópskar ruslmyndir eða list?;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71144120226&kennsluar=2022
ÍSM009F;Rannsóknarverkefni;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05412820230&kennsluar=2022
MIS803F;Íslensk málsaga;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70513620230&kennsluar=2022
ÞÝÐ803F;Nytjaþýðingar I /tækni-umhverfi;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70427320230&kennsluar=2022
KVI241L;BA-ritgerð í kvikmyndafræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91023720230&kennsluar=2022
RIT441L;Meistaraverkefni í ritlist;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91040420226&kennsluar=2022
ABF441L;Meistararitgerð í almennri bókmenntafræði;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011320233&kennsluar=2022
MFR441L;Lokaverkefni;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91053420233&kennsluar=2022
AMV001F;Einstaklingsverkefni A;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05082520226&kennsluar=2022
AMV261L;BA-ritgerð í almennum málvísindum;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91021620233&kennsluar=2022
ABF322G;Jane Austen í samtímanum;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70981420226&kennsluar=2022
AMF004M;Samtalsgreining (Conversation Analysis) og tileinkun annars máls;10;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70836320226&kennsluar=2022
AMF001F;Rannsóknaraðferðir í annarsmálsfræðum;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70836120226&kennsluar=2022
KVI401L;Meistararitgerð í kvikmyndafræði;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91074520226&kennsluar=2022
ABF225G;Latneskar bókmenntir;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70174820226&kennsluar=2022
RIT808F;Smiðja: Ort og gjört;3;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70836020230&kennsluar=2022
AMV004F;Einstaklingsverkefni B;10;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05082620233&kennsluar=2022
AMF006F;Rannsóknarverkefni A;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70842220226&kennsluar=2022
AMV004F;Einstaklingsverkefni B;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05082620230&kennsluar=2022
ABF603M;Átök og ofbeldi í bókmenntum;10;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71135120230&kennsluar=2022
ÍSE404G;Íslandssaga;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501420230&kennsluar=2022
ÍSM025F;Málfar Eddukvæða;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70184320230&kennsluar=2022
TÁK404G;Málfræði táknmáls III;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05101220230&kennsluar=2022
MIS441L;Meistararitgerð í víkinga- og miðaldafræðum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91050320230&kennsluar=2022
MLT701F;Forritun í máltækni;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70970820226&kennsluar=2022
ÍSL339G;Myndlist og bókmenntir;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71123920226&kennsluar=2022
AMV415G;Tal- og málmein;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05052420226&kennsluar=2022
ÞÝÐ704F;Skáldsagnaþýðingar;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70787220226&kennsluar=2022
AMF004M;Samtalsgreining (Conversation Analysis) og tileinkun annars máls;10;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70836320230&kennsluar=2022
TÁK603G;Tilbrigði í samskiptaleiðum og túlkun;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70528120230&kennsluar=2022
ÞÝÐ442L;Lokaverkefni til meistaraprófs í nytjaþýðingum;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91046020226&kennsluar=2022
ÍSE309G;Samtímabókmenntir og bókmenntafræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70833620226&kennsluar=2022
ÍSE009G;Sjálfsnám í íslensku II;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506520230&kennsluar=2022
ÍSL508G;Máltaka barna;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05401720230&kennsluar=2022
MIS431L;Meistararitgerð í íslenskri miðaldafræði;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012420233&kennsluar=2022
RIT010F;Smiðja: Tilraun um innblástur: Blandað á staðnum;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70814320230&kennsluar=2022
LIS004G;Myndlist á Vesturlöndum frá 1348?1848;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05070320226&kennsluar=2022
MIS431L;Meistararitgerð í íslenskri miðaldafræði;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012420226&kennsluar=2022
MFR101L;Almennur hluti doktorsnáms;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91070520226&kennsluar=2022
AMV701F;Rannsóknaraðferðir í málvísindum;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71126620226&kennsluar=2022
MIS204F;Íslensk miðaldahandrit;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70055520230&kennsluar=2022
ABF241L;BA-ritgerð í almennri bókmenntafræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91016420230&kennsluar=2022
LIS241L;BA-ritgerð í listfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91015220226&kennsluar=2022
ABF839F;Ástin í bókmenntum og kvikmyndum;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71168120230&kennsluar=2022
TÁK601G;Siðfræði túlkunar;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05101420230&kennsluar=2022
ÍSE261L;BA-ritgerð í íslensku sem öðru máli;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91003720230&kennsluar=2022
ÍSE406G;Íslenskar þjóðsögur og þjóðtrú;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05503320230&kennsluar=2022
ÍSL261L;BA-ritgerð í íslensku;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91015920233&kennsluar=2022
LIS805F;Listgagnrýni og sýningarstjórn;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70551620230&kennsluar=2022
MIS802M;Fornaldarsögur: þverfræðileg greining;5;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71126920230&kennsluar=2022
RÚT431L;Meistararitgerð í hagnýtri ritstjórn og útgáfu;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91014720226&kennsluar=2022
ABF112G;Miðaldabókmenntir;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05001220226&kennsluar=2022
TÁK501G;Túlkunarfræði;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05102120226&kennsluar=2022
ÍSB571L;Doktorsritgerð í íslenskum bókmenntum;240;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008720230&kennsluar=2022
LIS701F;List og samfélag í samtíma;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70532220226&kennsluar=2022
KVI201G;Kvikmyndasaga;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05060220230&kennsluar=2022
MIS441L;Meistararitgerð í víkinga- og miðaldafræðum;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91050320233&kennsluar=2022
LIS504M;Hrekkur, brestur og flónska: fáránleiki í samtímalist;5;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70993420226&kennsluar=2022
