Númer;Heiti;Einingar;Kennslumisseri;Námstig;
KYN008F;Lesnámskeið á sérsviði;5;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71073520233&kennsluar=2022
STJ208G;Gagnalæsi og ?framsetning;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70983920230&kennsluar=2022
STJ201F;Hagnýt tölfræði;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10590020230&kennsluar=2022
BLF316F;Verkefni í blaða- og fréttamennsku;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70821720226&kennsluar=2022
ASK102F;Kenningar í alþjóðasamskiptum;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10597020226&kennsluar=2022
OSS121F;Skipulagsmál sveitarfélaga: skipulag, stjórnmál og umhverfi;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70948820226&kennsluar=2022
STJ458G;Stjórnmál í fjölmiðlum: Fréttir, samfélagsmiðlar og markaðssetning;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71031920230&kennsluar=2022
ASK441L;MA-ritgerð í alþjóðasamskiptum;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91001120233&kennsluar=2022
STJ261L;BA-ritgerð í stjórnmálafræði;12;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006620230&kennsluar=2022
OSS120F;Stefnumiðuð almannatengsl;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70789320226&kennsluar=2022
BLF317F;Aðferðir í fjölmiðlarannsóknum og aðhvarfslíkön;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70872720226&kennsluar=2022
STJ356G;Félagsleg stjórnmálafræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71101620226&kennsluar=2022
BLF116F;Inngangur að stjórnmálafræði: Íslenska stjórnkerfið;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71143920226&kennsluar=2022
STJ317G;Evrópusamruni;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10092220226&kennsluar=2022
BLF201M;Þáttagerð. Vinnsla fræðilegs efnis fyrir útvarp (í samvinnu við RÚV);6;Sumar;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70189320233&kennsluar=2022
KYN008F;Lesnámskeið á sérsviði;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71073520226&kennsluar=2022
FOB401L;MA-ritgerð í fjölmiðla- og boðskiptafræðum;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91063720233&kennsluar=2022
STJ501L;Doktorsritgerð í stjórnmálafræði;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91024820230&kennsluar=2022
ASK206F;Samningatækni;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10598420230&kennsluar=2022
STJ502G;Vinnustofa fyrir BA-ritgerðir;0;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70587720226&kennsluar=2022
STJ303G;Verkefni í stjórnmálafræði;2;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10093720230&kennsluar=2022
STJ201M;Corruption in Low Corrupt Countries;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70728920230&kennsluar=2022
STJ449G;Inngangur að almannatengslum;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70729420230&kennsluar=2022
STJ453G;Opinber stjórnsýsla;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10090420230&kennsluar=2022
ASK117F;Introduction to Arctic Studies;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71097120226&kennsluar=2022
KYN006F;Starfsnám í jafnréttisfræði;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70805720226&kennsluar=2022
KYN007F;Hagnýt jafnréttisfræði fyrir erlenda stúdenta;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71073420230&kennsluar=2022
STJ601G;Vinnustofa fyrir BA-ritgerðir;0;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70588020230&kennsluar=2022
OSS223F;Forysta og breytingastjórnun í opinberum rekstri - hlutverk stjórnenda;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70222420230&kennsluar=2022
;MA-ritgerð í fjölmiðla- og boðskiptafræðum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91063720230&kennsluar=2022
BLF311F;Málstofa um lokaverkefni;0;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70189020226&kennsluar=2022
