Númer;Heiti;Einingar;Kennslumisseri;Námstig;
SJÚ002F;Lesnámskeið í meistaranámi;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71108120230&kennsluar=2022
LÆK304F;Geðlæknisfræði;14;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015720226&kennsluar=2022
LÆK308G;Lyfjafræði I Ta;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02010720226&kennsluar=2022
LÆK406F;Augnsjúkdómafræði;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015420230&kennsluar=2022
LTF001L;Verkefni til doktorsprófs í líftölfræði;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91074620230&kennsluar=2022
LÆK618F;Heimilislæknisfræði;9;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71118120230&kennsluar=2022
SJÚ309G;Félagslegt umhverfi;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70740320226&kennsluar=2022
LEI101G;Lífeindafræði, kynning;0;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081020226&kennsluar=2022
LÆK0ANF;Almenn aðferðafræði í rannsóknum fyrir meistara- og doktorsnema - Hluti 4;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70997820226&kennsluar=2022
HGF201G;Enska fyrir heilbrigðisgagnafræðinga - 1. hluti;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70998620230&kennsluar=2022
LÆK015F;Meinalíffræði - hvernig sjúkdómar verða til - áhrif erfða og umhverfis;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02022720226&kennsluar=2022
TAL216F;Starfsnám 2;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70921020230&kennsluar=2022
SJÚ001F;Lesnámskeið í meistaranámi;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71108020230&kennsluar=2022
LEI107G;Frumulíffræði;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70840320226&kennsluar=2022
LÆK511F;Réttarlæknisfræði;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71117520226&kennsluar=2022
LEI106F;Hagnýt lífupplýsingafræði;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084120226&kennsluar=2022
SJÚ412G;Heilsuefling II;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71111520230&kennsluar=2022
LÝÐ205F;Málstofa meistaranema í lýðheilsuvísindum I;1;Heilsárs;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70351220230&kennsluar=2022
GSL605G;Klínískt nám á myndgreiningardeildum 5;16;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70597520230&kennsluar=2022
LÝÐ077F;Lýðheilsa á vettvangi;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70689320230&kennsluar=2022
HGF002G;Verkleg þjálfun á sjúkrahúsi;14;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71075320230&kennsluar=2022
GSL101G;Efnafræði;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061320226&kennsluar=2022
LÆK504F;Klínísk eiturefnafræði;1;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02016820226&kennsluar=2022
LÆK615F;Réttarlæknisfræði;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71117420230&kennsluar=2022
LÆK222G;Frumulíffræði og erfðafræði;7;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02011420230&kennsluar=2022
GSL206G;Geislaeðlisfræði 2;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70855420230&kennsluar=2022
LÆK613F;Klínísk eiturefnafræði;1;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71117220230&kennsluar=2022
SJÚ102F;Sjúkraþjálfunarfræði stoðkerfis IIA;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70888620226&kennsluar=2022
HGF402G;Flokkun og kóðun í heilbrigðisgagnafræði;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71047020230&kennsluar=2022
GSL204G;Geislavarnir;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061920230&kennsluar=2022
LEI504G;Blóðbankafræði (blóðgjafafræði);4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083720226&kennsluar=2022
SJÚ205F;Hreyfistjórn;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70904920230&kennsluar=2022
SJÚ301F;Flókin tilfelli og mismunagreining;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70894220226&kennsluar=2022
LÆK505F;Endurhæfingarfræði;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02016920226&kennsluar=2022
GSL506G;Klínískt nám á myndgreiningardeildum 3 & 4;18;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70597420226&kennsluar=2022
LÝÐ003M;Faraldsfræði;5;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71073220230&kennsluar=2022
HGF202G;Sjúkdómafræði fyrir nemendur í heilbrigðisgagnafræði;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71018320230&kennsluar=2022
LEI503G;Erfðafræði;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083420226&kennsluar=2022
LEI105F;Stjórnun rannsóknadeildar;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084020226&kennsluar=2022
LÆK561L;Verkefni til doktorsprófs;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91033120226&kennsluar=2022
SJÚ407G;Mælingar á færni og fötlun;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70735020230&kennsluar=2022
LÆK116G;Líffærafræði sj. IB;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70269520226&kennsluar=2022
LEI603G;Sameindaerfðafræði;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083620230&kennsluar=2022
FAR001L;Verkefni til doktorsprófs í faraldsfræði;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91074120230&kennsluar=2022
LÆK205F;Skurðlæknisfræði, klínísk;13;Heilsárs;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02014120230&kennsluar=2022
LÆK229M;Veirufræði fyrir hjúkrunarfræðinga;3;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71097520230&kennsluar=2022
TAL111F;Málþroskaröskun barna I;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70315320226&kennsluar=2022
GSL207G;Myndgreiningarrannsóknir 2;3;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71152120230&kennsluar=2022
LÆK615G;Klínísk aðferð: Samskiptafræði - Læknir/sjúklingur III;4;Heilsárs;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013720230&kennsluar=2022
LÝÐ105F;Líftölfræði I;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700320226&kennsluar=2022
SJÚ204F;Barnasjúkraþjálfun;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70904720230&kennsluar=2022
SJÚ409G;Hreyfivísindi II: Hreyfistjórn og hreyfigreining;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70736020230&kennsluar=2022
SJÚ408G;Meinafræði, myndgreining og lyf;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70735920230&kennsluar=2022
SJÚ104F;Sjúkraþjálfunarfræði stoðkerfis III;3;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70889120226&kennsluar=2022
GSL404G;Klínískt nám á myndgreiningardeildum 3;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02063020230&kennsluar=2022
LÆK410G;Lífefna- og sameindalíffræði B;10;Heilsárs;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012820230&kennsluar=2022
LÆK223G;Frumulífeðlisfræði;3;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70481420230&kennsluar=2022
LEI203G;Lífefnafræði;7;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081820230&kennsluar=2022
LEI441L;Lokaverkefni til MS prófs;60;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91022120226&kennsluar=2022
LÆK313G;Lífeðlisfræði A;7;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012020226&kennsluar=2022
LÆK307G;Lyfjafræði II Ta;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02010820226&kennsluar=2022
LÝÐ441L;Verkefni til meistaraprófs í lýðheilsuvísindum;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91026220233&kennsluar=2022
LÆK202F;Lyflæknisfræði, fræðileg;13;Heilsárs;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015020230&kennsluar=2022
LEI208F;Lokaritgerð í diplómanámi í lífeindafræði á meistarastigi;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084620230&kennsluar=2022
LÆK101F;Almenn tölfræði fyrir meistara- og doktorsnema;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02022020230&kennsluar=2022
SJÚ206F;Hreyfigreining - lífaflfræði;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70905020230&kennsluar=2022
HGF001G;Verkleg þjálfun á heilsugæslustöð;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71075120226&kennsluar=2022
LÆK310G;Sameindalífvísindi A;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70295020226&kennsluar=2022
TAL217F;Tölfræðilæsi og lestur rannsóknargreina;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71074020230&kennsluar=2022
GSL610G;Klínískt nám á myndgreiningadeildum 5;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71155220230&kennsluar=2022
LÝÐ561L;Verkefni til doktorsprófs í lýðheilsuvísindum;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91025420226&kennsluar=2022
SJÚ002F;Lesnámskeið í meistaranámi;4;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71108120226&kennsluar=2022
GSL209G;Umönnun sjúklinga;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71157020230&kennsluar=2022
TAL441L;Meistaraverkefni í talmeinafræði;28;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91044920230&kennsluar=2022
TAL103F;Málhömlun fullorðinna I;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70315420226&kennsluar=2022
GSL106F;Sérhæft valnámskeið í geislafræði 2;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70505520230&kennsluar=2022
SJÚ306G;Hreyfivísindi I: Starfræn líffærafræði og lífaflfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70735220226&kennsluar=2022
SJÚ402F;Klínískt nám IV;11;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70903020230&kennsluar=2022
LÆK226G;Klínisk aðferð: Samskiptafræði - Læknir/sjúklingur I;3;Heilsárs;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02011120230&kennsluar=2022
LÆK565L;Verkefni til doktorsprófs;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013220230&kennsluar=2022
LÆK620F;Upplýsingatækni í heilbrigðisvísindum;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71118420230&kennsluar=2022
TAL219F;Kynging og kyngingartregða;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71169320230&kennsluar=2022
LÆK093F;Ónæmisfræði, grundvallarviðfangsefni;8;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70394120230&kennsluar=2022
GSL105G;Myndgreiningarrannsóknir 1;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061620226&kennsluar=2022
LÆK123G;Að verða/vera læknir;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70902020226&kennsluar=2022
LÆK617F;Svæfinga- og gjörgæslulækningar;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71117920230&kennsluar=2022
LTF301F;Verkefni til meistaraprófs í líftölfræði;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91072520230&kennsluar=2022
HGF401G;Ritað mál, framsetning, tjáning og samskipti;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71046920230&kennsluar=2022
SJÚ611G;Öldrunarfræði fyrir sjúkraþjálfara;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70739120230&kennsluar=2022
GSL108F;Sérhæft valnámskeið í geislafræði 1;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70969420226&kennsluar=2022
LEI207G;Efna- og tækjafræði;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71141120230&kennsluar=2022
LÆK112G;Almenn líffræði A;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70203520226&kennsluar=2022
LÆK107F;Klínísk aðferð: Samskiptafræði - Læknir/sjúklingur IV;0;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71008520226&kennsluar=2022
SJÚ613G;Klínískt nám ? hópþjálfun;7;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70740420230&kennsluar=2022
LÝÐ301F;Líftölfræði II (Klínísk spálíkön);6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700520226&kennsluar=2022
LÆK024M;Ónæmisfræði;8;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70266420230&kennsluar=2022
LEI206G;Lífeðlisfræði 2;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70861520230&kennsluar=2022
HGF005G;Sjúkraskrá 1;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71171620230&kennsluar=2022
SJÚ107G;Frumulífeðlisfræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70737820226&kennsluar=2022
LEI441L;Lokaverkefni til MS prófs;60;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91022120230&kennsluar=2022
LEI408G;Blóðmeinafræði - aðferðafræði;12;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02082220230&kennsluar=2022
SJÚ506G;Vinnuvistfræði;3;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70737320226&kennsluar=2022
GSL102G;Kynning á læknisfræðilegri myndgerð og greiningu;0;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061020226&kennsluar=2022
TAL312F;Rödd og raddveilur;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70921220230&kennsluar=2022
GSL301G;Röntgenbúnaður 1;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061820226&kennsluar=2022
LÆK025M;Ónæmisfræði;8;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70559620226&kennsluar=2022
LEI501G;Líffærameinafræði - rannsóknir;12;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083220226&kennsluar=2022
LÆK621F;Klínisk aðferð/samskiptafræði VI;1;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71119220230&kennsluar=2022
TAL308F;Málhömlun fullorðinna II;3;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70364320226&kennsluar=2022
LÆK305F;Taugasjúkdómafræði;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015820226&kennsluar=2022
SJÚ311G;Heilsuefling I;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71111420226&kennsluar=2022
SJÚ505G;Skráning í sjúkraþjálfun;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70736920226&kennsluar=2022
LÆK416G;Ástráður;0;Heilsárs;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71084720230&kennsluar=2022
SJÚ308G;Áreynslulífeðlisfræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70738020226&kennsluar=2022
HGF101G;Inngangur að heilbrigðisgagnafræði;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70998520226&kennsluar=2022
SJÚ103F;Sjúkraþjálfunarfræði stoðkerfis IIB;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70888720226&kennsluar=2022
HGF003G;Verkleg þjálfun - val;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71075420226&kennsluar=2022
LÆK0AHF;Tilraunadýranámskeið FELASA A/B/D;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70857020226&kennsluar=2022
LÆK407F;Húð- og kynsjúkdómafræði;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02014620230&kennsluar=2022
LÆK441L;Verkefni til meistaraprófs;60;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009120226&kennsluar=2022
LÆK106F;Almenn aðferðafræði í rannsóknum fyrir meistara- og doktorsnema - Hluti 1;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70996720226&kennsluar=2022
SJÚ206G;Lífeðlisfræði;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70737720230&kennsluar=2022
TAL312F;Rödd og raddveilur;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70921220226&kennsluar=2022
SJÚ201F;Aðferðafræði rannsókna;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70896620230&kennsluar=2022
LÆK411G;Klínisk aðferð: Samskiptafræði - Sálarfræði II;2;Heilsárs;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012220230&kennsluar=2022
LÝÐ108F;Málstofa nýnema í lýðheilsuvísindum, faralds- og líftölfræði;1;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71162420226&kennsluar=2022
LÆK516G;Lífeðlisfræði fyrir verkfræðinema;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70915020226&kennsluar=2022
TAL215F;Stam og flausturmæli;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70315720226&kennsluar=2022
SJÚ205G;Aðferðir í sjúkraþjálfun I;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70735820230&kennsluar=2022
LÆK212G;Lífeðlisfræði I TN;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02010520226&kennsluar=2022
LÆK405F;Taugasjúkdómafræði;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015820230&kennsluar=2022
LÆK034G;Vísindalæsi;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70920020226&kennsluar=2022
LÆK566L;Verkefni til doktorsprófs;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010420230&kennsluar=2022
GSL308G;Sneiðlíffærafræði;2;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70905620226&kennsluar=2022
LÆK117G;Læknisfræðileg eðlisfræði;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70481320226&kennsluar=2022
LÆK441L;Verkefni til meistaraprófs;60;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009120230&kennsluar=2022
SJÚ511G;Innri líffæri og húð;9;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70830720226&kennsluar=2022
LEI204G;Heilbrigðisþjónusta - lífeindafræði;1;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081520230&kennsluar=2022
HGF203G;Skjalastjórn þekkingar- og gæðaferla;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71096520230&kennsluar=2022
LÆK622F;Verklegt klínískt nám;12;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71120020230&kennsluar=2022
LTF001L;Verkefni til doktorsprófs í líftölfræði;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91074620226&kennsluar=2022
LTF301F;Verkefni til meistaraprófs í líftölfræði;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91072520226&kennsluar=2022
LEI307G;Klínísk lífefnafræði - aðferðafræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71142420226&kennsluar=2022
LÆK206F;Háls- nef- og eyrnasjúkdómafræði;3;Heilsárs;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02014520230&kennsluar=2022
TAL110F;Fagleg og vísindaleg vinnubrögð - Starfsnám 1;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71024320226&kennsluar=2022
SJÚ401L;Lokaverkefni;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91067720230&kennsluar=2022
LÆK614F;Endurhæfingarfræði;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71117320230&kennsluar=2022
LÆK414G;Veirufræði;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013120230&kennsluar=2022
