Númer;Heiti;Einingar;Kennslumisseri;Námstig;
LVF442L;Lokaverkefni;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91058320233&kennsluar=2022
IÐN124F;Kerfisgreining og kvik kerfislíkön - lesnámskeið;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70917920226&kennsluar=2022
EVF501L;Lokaverkefni;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91073720230&kennsluar=2022
TÖL561L;Lokaverkefni;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91031820233&kennsluar=2022
TÖL602G;Málstofa í tölvunarfræði fyrir grunnnema;2;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70773320230&kennsluar=2022
TÖL261L;Lokaverkefni;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012320226&kennsluar=2022
IÐN130F;Stjórnun sjálfbærra aðfangakeðja;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71153420226&kennsluar=2022
IÐN230F;Framleiðni þekkingarstarfsmanna;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71153320230&kennsluar=2022
HBV442L;Lokaverkefni;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91031220233&kennsluar=2022
EVF302G;Eðlisefnafræði fyrir verkfræðinga;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71000520226&kennsluar=2022
VÉL561L;Lokaverkefni;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91020720226&kennsluar=2022
HBV261L;Lokaverkefni;6;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91040720233&kennsluar=2022
IÐN128F;Mannlegir þættir í verkfræðilegri hönnun;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71152820226&kennsluar=2022
IÐN401G;Aðgerðagreining;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08213020230&kennsluar=2022
LVF442L;Lokaverkefni;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91058320226&kennsluar=2022
VÉL608G;Tölvustudd framleiðsla;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71046420230&kennsluar=2022
TÖL211F;Frá hugmynd að veruleika II;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71179720230&kennsluar=2022
HBV261L;Lokaverkefni;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91040720230&kennsluar=2022
TÖL025M;Inngangur að máltækni;6;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71002220226&kennsluar=2022
HBV261L;Lokaverkefni;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91040720226&kennsluar=2022
VÉL606M;Hönnun og smíði rafknúins kappakstursbíls - hluti B;3;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70312820230&kennsluar=2022
VÉL509G;Verkefni;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70921520226&kennsluar=2022
EVF264L;BS-verkefni í efnaverkfræði;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91055320230&kennsluar=2022
EVF501L;Lokaverkefni;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91073720233&kennsluar=2022
IÐN441L;Lokaverkefni;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008320233&kennsluar=2022
TÖL304G;Forritunarmál;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08713320226&kennsluar=2022
TÖL305G;Tölvunet og öryggi;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08713920226&kennsluar=2022
TÖL203M;Tölvugrafík;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08726420230&kennsluar=2022
TÖL109F;Frá hugmynd að veruleika;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70601620226&kennsluar=2022
VON101F;Rannsóknir og einkaleyfi;1;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71131320226&kennsluar=2022
VÉL049F;Valið efni í vélaverkfræði;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71103920230&kennsluar=2022
TÖL101G;Tölvunarfræði 1;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08711120226&kennsluar=2022
EVF501L;Lokaverkefni;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91073720226&kennsluar=2022
REI441L;Lokaverkefni;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91000020226&kennsluar=2022
IÐN201G;Aðgerðir í skipuheildum;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70950720230&kennsluar=2022
IÐN610M;Viðskiptagreind;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71001420230&kennsluar=2022
TÖL607G;Keppnisforritun;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70973120230&kennsluar=2022
VÉL205M;Tölvustýrður vélbúnaður;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08221720230&kennsluar=2022
VÉL441L;Lokaverkefni;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91016820233&kennsluar=2022
HBV604M;Etnógrafískar leiðir að net- og tölvuöryggi;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71130720230&kennsluar=2022
HBV561L;Lokaverkefni;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91039220233&kennsluar=2022
EVF401G;Efnis- og orkujafnvægi;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70736220230&kennsluar=2022
IÐN122F;Inngangur að meistaranámi í iðnaðarverkfræði;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70899420226&kennsluar=2022
VÉL503M;Hönnun og smíði rafknúins kappakstursbíls - hluti A;3;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70312720226&kennsluar=2022
EVF202F;Hönnun efnahvarfa;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71041020230&kennsluar=2022
HBV442L;Lokaverkefni;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91031220230&kennsluar=2022
IÐN403M;Hermun;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08213520230&kennsluar=2022
LVF561L;Lokaverkefni;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91057520226&kennsluar=2022
IÐN612M;Hönnun þjónustukerfa;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70999620230&kennsluar=2022
LVF561L;Lokaverkefni;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91057520230&kennsluar=2022
REI204M;Forritun ofurtölva;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70067120230&kennsluar=2022
VÉL215F;Töluleg straumfræði;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70420520230&kennsluar=2022
VÉL202G;Burðarþolsfræði;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08211120230&kennsluar=2022
VÉL206M;Tölvuvædd hönnun;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08221020230&kennsluar=2022
VON102F;Hagnýting rannsókna með aðstoð einkaleyfa;1;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71131420226&kennsluar=2022
VON003G;Undirbúningur í eðlisfræði;0;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71068420226&kennsluar=2022
REI503M;Greining á frammistöðu tölvukerfa;6;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70860620226&kennsluar=2022
HBV205M;Prófun hugbúnaðar;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=08731720230&kennsluar=2022
IÐN302G;Upplýsingaverkfræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70999020226&kennsluar=2022
